x,y,team,type,popularity,score
3086,8976,200,3,16,182
6586,4760,200,3,68,167
9434,5650,200,3,76,162
6562,8400,200,3,15,159
11614,7146,200,3,24,145
6820.3203,5606.577,200,3,12,137
3402,7808,200,3,26,134
5514,3488,200,3,22,131
4810,7206,200,3,30,131
5250,9136,200,3,53,131
10166,4732,200,3,13,129
6873.938,8629.194,200,3,44,128
4898,8352,200,3,34,128
6746,3180,200,3,21,126
8780.332,6723.504,200,3,22,124
4840,10222,200,3,16,111
11884,5838,200,3,16,111
8342,10210,200,3,52,109
9775.846,6457.1895,200,3,32,107
8560,4882,200,3,34,107
7868,11744,200,3,12,101
5116,8614,200,3,12,89
6308,10100,200,3,34,86
5490,10360,200,3,19,81
