x,y,team,type,popularity,score
3086,9040,200,0,15,283
3370,7754,200,0,12,222
6536,4708,200,0,16,183
9440,5636,200,0,139,148
11784,5946,200,0,19,142
5314,9180,200,0,38,141
11496,7124,200,0,13,139
8540,4762,200,0,38,134
11756,3872,200,0,58,133
11928,3624,200,0,19,127
11944.586,4109.681,200,0,28,120
4544,11888,200,0,19,116
8690.723,6775.2773,200,0,17,110
10122,4636,200,0,47,108
6760,8572,200,0,31,108
12572,5280,200,0,13,104
10544,3028,200,0,45,104
2986,10952,200,0,23,104
13456,2632,200,0,12,80
12616,4948,200,0,25,69
