x,y,team,type,popularity,score
11790,5916,100,3,55,197
11504,7104,100,3,11,144
9430,5706,100,3,162,136
5202,9124,100,3,61,136
11940,3954,100,3,59,121
8342,6374,100,3,53,117
11622.088,5157.4014,100,3,15,114
11910,3648,100,3,91,112
8540,4882,100,3,27,112
13500,2846,100,3,22,112
10372,3062,100,3,106,107
12264,1340,100,3,82,105
9950,6618,100,3,14,101
3108,10848,100,3,99,99
13408,2524,100,3,94,98
6290,10162,100,3,17,92
7046,11366,100,3,14,90
12874,1844,100,3,63,89
4478,11746,100,3,26,89
12633.043,4848.049,100,3,21,87
9780,6370,100,3,28,86
11876,4792,100,3,12,80
2190,9918,100,3,13,78
2860,11250,100,3,93,72
12120,4606,100,3,20,70
6586,8366,100,3,26,70
6261.4746,8041.8857,100,3,28,69
10180.349,3988.8499,100,3,12,68
4158,11818,100,3,49,66
2312,13348,100,3,19,46
